transaction_id,player_id,transaction_datetime,game_type,payment_method,stake_amount,win_amount,deposit_amount,withdrawal_amount,bonus_amount,transaction_date
T006160,P0436,2026-03-28 09:46:00,Slots,E-Wallet,119.39,113.32,0.0,0.0,0.0,2026-03-28
T006161,P0437,2026-03-03 00:27:00,Sportsbook,E-Wallet,83.02,83.35,0.0,0.0,0.0,2026-03-03
T006162,P0437,2026-02-03 06:30:00,Sportsbook,Card,137.3,119.83,0.0,0.0,0.0,2026-02-03
T006163,P0437,2026-03-02 19:27:00,Slots,Card,123.48,73.53,0.0,0.0,0.0,2026-03-02
T006164,P0437,2026-02-18 15:51:00,Sportsbook,Bank Transfer,176.94,190.4,0.0,0.0,0.0,2026-02-18
T006165,P0437,2026-03-29 05:54:00,Slots,Card,71.18,67.95,0.0,0.0,0.0,2026-03-29
T006166,P0437,2026-02-19 15:16:00,Sportsbook,Bank Transfer,154.77,173.68,0.0,0.0,0.0,2026-02-19
T006167,P0437,2026-02-21 20:50:00,Slots,E-Wallet,157.99,138.69,0.0,0.0,0.0,2026-02-21
T006168,P0437,2026-02-12 04:22:00,Slots,E-Wallet,137.06,91.9,45.83,0.0,0.0,2026-02-12
T006169,P0437,2026-01-23 15:56:00,Slots,Card,124.95,144.57,0.0,0.0,0.0,2026-01-23
T006170,P0437,2026-02-08 06:22:00,Slots,Card,21.72,16.67,0.0,0.0,0.0,2026-02-08
T006171,P0437,2026-03-02 01:10:00,Slots,E-Wallet,63.51,77.32,0.0,0.0,0.0,2026-03-02
T006172,P0437,2026-03-17 19:04:00,Live Casino,E-Wallet,172.12,136.24,0.0,0.0,17.08,2026-03-17
T006173,P0437,2026-03-16 21:49:00,Live Casino,Card,155.74,99.74,0.0,0.0,0.0,2026-03-16
T006174,P0437,2026-02-24 09:36:00,Sportsbook,Card,217.49,226.01,0.0,0.0,0.0,2026-02-24
T006175,P0437,2026-02-27 05:50:00,Slots,Bank Transfer,73.26,65.39,47.88,0.0,0.0,2026-02-27
T006176,P0437,2026-01-11 19:36:00,Poker,Card,123.65,104.15,0.0,0.0,0.0,2026-01-11
T006177,P0437,2026-02-03 16:32:00,Sportsbook,Card,197.52,132.15,0.0,0.0,0.0,2026-02-03
T006178,P0437,2026-03-12 17:38:00,Live Casino,E-Wallet,166.55,196.69,0.0,0.0,0.0,2026-03-12
T006179,P0437,2026-01-26 12:30:00,Sportsbook,Card,56.6,41.48,0.0,0.0,0.0,2026-01-26
T006180,P0437,2026-01-27 13:44:00,Slots,Card,35.91,25.65,0.0,73.82,0.0,2026-01-27
T006181,P0437,2026-02-25 05:25:00,Poker,Card,51.58,28.6,0.0,0.0,0.0,2026-02-25
T006182,P0437,2026-03-14 05:24:00,Live Casino,Card,107.39,78.94,26.52,0.0,0.0,2026-03-14
T006183,P0437,2026-03-04 23:58:00,Table Games,Card,68.73,74.84,0.0,12.27,0.0,2026-03-04
T006184,P0437,2026-02-19 15:22:00,Sportsbook,Card,177.64,78.57,0.0,0.0,11.32,2026-02-19
T006185,P0437,2026-03-23 20:06:00,Table Games,E-Wallet,165.14,161.4,0.0,0.0,0.0,2026-03-23
T006186,P0437,2026-03-04 01:30:00,Sportsbook,Card,97.63,96.85,0.0,0.0,0.0,2026-03-04
T006187,P0437,2026-02-11 07:27:00,Slots,E-Wallet,87.81,53.73,0.0,0.0,0.0,2026-02-11
T006188,P0438,2026-02-25 07:50:00,Sportsbook,E-Wallet,17.5,14.78,0.0,0.0,0.0,2026-02-25
T006189,P0438,2026-02-17 05:35:00,Table Games,Card,28.09,25.23,0.0,0.0,16.55,2026-02-17
T006190,P0438,2026-02-21 04:39:00,Table Games,E-Wallet,16.85,7.55,128.63,0.0,0.0,2026-02-21
T006191,P0438,2026-03-25 21:47:00,Live Casino,Bank Transfer,88.49,54.2,69.23,0.0,5.97,2026-03-25
T006192,P0438,2026-03-20 08:22:00,Sportsbook,E-Wallet,14.35,12.35,0.0,0.0,0.0,2026-03-20
T006193,P0438,2026-02-20 15:48:00,Poker,Card,56.12,42.39,0.0,0.0,0.0,2026-02-20
T006194,P0438,2026-01-08 21:23:00,Poker,E-Wallet,23.51,22.15,0.0,0.0,0.0,2026-01-08
T006195,P0438,2026-01-07 13:25:00,Slots,Card,48.93,50.7,18.88,0.0,0.0,2026-01-07
T006196,P0439,2026-03-19 01:23:00,Poker,E-Wallet,103.3,57.76,0.0,10.52,0.0,2026-03-19
T006197,P0439,2026-03-01 21:45:00,Slots,Crypto,22.63,19.81,0.0,0.0,0.0,2026-03-01
T006198,P0439,2026-01-14 04:12:00,Slots,E-Wallet,54.89,55.14,0.0,0.0,0.0,2026-01-14
T006199,P0439,2026-01-23 02:39:00,Live Casino,Card,9.33,9.17,0.0,0.0,0.0,2026-01-23
T006200,P0439,2026-02-12 20:58:00,Sportsbook,Card,64.4,65.81,0.0,0.0,0.0,2026-02-12
T006201,P0439,2026-02-20 13:35:00,Slots,Card,18.9,18.03,0.0,0.0,0.0,2026-02-20
T006202,P0439,2026-01-12 19:30:00,Sportsbook,Card,23.32,13.19,86.58,0.0,0.0,2026-01-12
T006203,P0439,2026-01-12 00:39:00,Sportsbook,Card,22.41,11.57,0.0,0.0,0.0,2026-01-12
T006204,P0439,2026-02-18 18:06:00,Slots,Card,13.28,16.48,0.0,0.0,0.0,2026-02-18
T006205,P0440,2026-02-08 11:12:00,Sportsbook,Card,91.49,63.32,33.84,0.0,0.0,2026-02-08
T006206,P0440,2026-03-13 12:57:00,Slots,E-Wallet,99.91,84.66,0.0,0.0,0.0,2026-03-13
T006207,P0440,2026-03-18 06:44:00,Slots,Card,127.58,74.13,0.0,0.0,0.0,2026-03-18
T006208,P0440,2026-01-26 17:35:00,Slots,Card,128.76,127.23,0.0,0.0,6.72,2026-01-26
T006209,P0440,2026-01-08 02:40:00,Slots,Card,79.29,82.6,0.0,0.0,0.0,2026-01-08
T006210,P0440,2026-01-15 14:40:00,Sportsbook,Bank Transfer,83.78,60.29,12.86,0.0,0.0,2026-01-15
T006211,P0440,2026-02-03 13:46:00,Slots,Bank Transfer,110.36,99.95,59.18,0.0,0.0,2026-02-03
T006212,P0440,2026-03-02 05:41:00,Slots,Bank Transfer,72.0,70.98,0.0,0.0,0.0,2026-03-02
T006213,P0440,2026-02-19 18:41:00,Table Games,Card,150.8,117.4,49.8,0.0,0.0,2026-02-19
T006214,P0441,2026-03-22 10:42:00,Sportsbook,Bank Transfer,223.77,169.92,0.0,0.0,0.0,2026-03-22
T006215,P0441,2026-01-05 05:03:00,Poker,Card,41.18,31.76,0.0,0.0,0.0,2026-01-05
T006216,P0441,2026-02-15 19:35:00,Live Casino,E-Wallet,164.45,207.74,40.34,0.0,0.0,2026-02-15
T006217,P0441,2026-03-02 22:25:00,Poker,Card,98.4,61.15,0.0,0.0,0.0,2026-03-02
T006218,P0441,2026-03-31 13:00:00,Slots,Card,94.12,100.99,0.0,0.0,0.0,2026-03-31
T006219,P0441,2026-03-17 07:09:00,Sportsbook,Card,106.54,84.5,0.0,0.0,0.0,2026-03-17
T006220,P0441,2026-02-11 05:00:00,Slots,E-Wallet,73.85,76.69,8.14,0.0,0.0,2026-02-11
T006221,P0441,2026-03-22 00:14:00,Live Casino,Bank Transfer,77.32,54.71,67.38,0.0,0.0,2026-03-22
T006222,P0441,2026-03-11 01:57:00,Sportsbook,Crypto,105.04,63.3,20.9,0.0,27.22,2026-03-11
T006223,P0441,2026-02-02 12:38:00,Slots,Crypto,72.93,60.65,60.9,0.0,0.0,2026-02-02
T006224,P0441,2026-02-08 23:40:00,Sportsbook,Bank Transfer,136.85,209.94,0.0,0.0,0.0,2026-02-08
T006225,P0441,2026-02-13 18:08:00,Slots,Card,116.17,122.66,0.0,0.0,0.0,2026-02-13
T006226,P0441,2026-03-28 21:46:00,Slots,E-Wallet,42.13,46.05,74.47,0.0,0.0,2026-03-28
T006227,P0441,2026-01-18 14:50:00,Slots,Card,70.96,78.38,58.99,0.0,0.0,2026-01-18
T006228,P0441,2026-01-30 09:29:00,Table Games,Bank Transfer,144.03,112.88,0.0,0.0,0.0,2026-01-30
T006229,P0441,2026-02-09 18:19:00,Live Casino,E-Wallet,67.03,69.45,84.38,0.0,0.0,2026-02-09
T006230,P0441,2026-01-13 23:35:00,Slots,Crypto,62.81,67.85,0.0,0.0,0.0,2026-01-13
T006231,P0441,2026-03-27 20:43:00,Slots,Bank Transfer,135.4,129.59,0.0,0.0,0.0,2026-03-27
T006232,P0442,2026-02-25 20:20:00,Slots,E-Wallet,36.31,32.15,0.0,0.0,0.0,2026-02-25
T006233,P0442,2026-01-15 23:49:00,Live Casino,Card,45.9,33.55,0.0,0.0,0.0,2026-01-15
T006234,P0442,2026-03-18 11:14:00,Slots,E-Wallet,40.2,37.74,0.0,0.0,0.0,2026-03-18
T006235,P0442,2026-01-13 11:44:00,Sportsbook,E-Wallet,30.87,32.36,0.0,0.0,0.0,2026-01-13
T006236,P0442,2026-02-15 18:31:00,Live Casino,Card,104.44,79.22,0.0,0.0,0.0,2026-02-15
T006237,P0442,2026-03-18 15:40:00,Live Casino,Bank Transfer,40.29,54.42,0.0,0.0,11.42,2026-03-18
T006238,P0443,2026-01-07 02:38:00,Slots,Bank Transfer,137.01,129.37,0.0,0.0,0.0,2026-01-07
T006239,P0443,2026-03-04 13:22:00,Table Games,Card,18.34,19.1,0.0,0.0,47.92,2026-03-04
T006240,P0443,2026-01-17 03:06:00,Slots,Card,140.68,117.83,0.0,0.0,0.0,2026-01-17
T006241,P0443,2026-01-11 12:08:00,Slots,Bank Transfer,71.55,54.64,0.0,0.0,0.0,2026-01-11
T006242,P0443,2026-01-12 04:59:00,Sportsbook,Card,163.33,168.17,0.0,0.0,22.08,2026-01-12
T006243,P0443,2026-03-09 18:05:00,Slots,Card,39.02,30.86,48.94,0.0,0.0,2026-03-09
T006244,P0443,2026-03-10 10:06:00,Sportsbook,Card,70.37,60.96,15.8,0.0,0.0,2026-03-10
T006245,P0443,2026-03-04 14:35:00,Slots,Card,177.34,143.36,0.0,30.32,0.0,2026-03-04
T006246,P0443,2026-01-22 12:53:00,Slots,E-Wallet,154.08,101.43,0.0,0.0,0.0,2026-01-22
T006247,P0443,2026-02-27 20:40:00,Live Casino,Bank Transfer,41.22,28.41,0.0,0.0,0.0,2026-02-27
T006248,P0443,2026-02-04 17:17:00,Slots,Card,54.16,48.95,0.0,0.0,0.0,2026-02-04
T006249,P0443,2026-01-31 05:52:00,Poker,Card,176.86,160.39,0.0,0.0,0.0,2026-01-31
T006250,P0443,2026-02-01 13:40:00,Slots,Card,25.53,26.42,0.0,0.0,9.13,2026-02-01
T006251,P0443,2026-02-05 20:43:00,Table Games,Card,140.43,92.77,22.78,0.0,0.0,2026-02-05
T006252,P0443,2026-02-28 10:27:00,Live Casino,Card,65.52,65.26,27.19,0.0,0.0,2026-02-28
T006253,P0443,2026-03-08 23:50:00,Slots,Card,180.47,169.9,0.0,0.0,0.0,2026-03-08
T006254,P0443,2026-01-21 14:59:00,Slots,Bank Transfer,68.12,52.55,0.0,0.0,0.0,2026-01-21
T006255,P0443,2026-01-09 12:09:00,Slots,E-Wallet,70.39,68.4,0.0,0.0,0.0,2026-01-09
T006256,P0443,2026-01-04 00:29:00,Slots,Card,66.53,63.32,128.96,0.0,0.0,2026-01-04
T006257,P0443,2026-03-31 09:40:00,Sportsbook,Bank Transfer,122.34,92.28,0.0,0.0,0.0,2026-03-31
T006258,P0443,2026-03-10 14:51:00,Poker,Card,164.75,112.2,0.0,0.0,0.0,2026-03-10
T006259,P0443,2026-01-01 22:31:00,Slots,E-Wallet,68.02,66.57,0.0,0.0,0.0,2026-01-01
T006260,P0443,2026-03-13 01:31:00,Live Casino,Card,146.89,86.49,0.0,0.0,22.53,2026-03-13
T006261,P0443,2026-03-20 10:47:00,Sportsbook,E-Wallet,206.53,148.18,0.0,0.0,0.0,2026-03-20
T006262,P0444,2026-02-14 09:23:00,Live Casino,Bank Transfer,27.05,29.07,0.0,0.0,0.0,2026-02-14
T006263,P0444,2026-03-13 11:54:00,Live Casino,Crypto,50.99,43.16,0.0,0.0,0.0,2026-03-13
T006264,P0445,2026-03-04 16:57:00,Slots,Bank Transfer,129.65,95.22,0.0,0.0,22.18,2026-03-04
T006265,P0445,2026-02-15 04:23:00,Slots,Bank Transfer,13.67,9.72,0.0,0.0,0.0,2026-02-15
T006266,P0445,2026-03-21 02:26:00,Slots,Card,141.79,140.54,188.94,0.0,0.0,2026-03-21
T006267,P0445,2026-03-13 03:29:00,Live Casino,Crypto,49.35,67.96,0.0,0.0,0.0,2026-03-13
T006268,P0445,2026-03-30 00:54:00,Slots,Card,43.34,36.64,0.0,0.0,0.0,2026-03-30
T006269,P0445,2026-01-08 18:51:00,Slots,Bank Transfer,30.43,26.5,28.97,0.0,0.0,2026-01-08
T006270,P0445,2026-02-24 00:56:00,Sportsbook,E-Wallet,20.66,16.42,0.0,0.0,0.0,2026-02-24
T006271,P0445,2026-01-18 15:05:00,Live Casino,Crypto,44.1,47.22,0.0,0.0,0.0,2026-01-18
T006272,P0445,2026-02-15 15:47:00,Live Casino,Card,87.36,132.95,0.0,0.0,0.0,2026-02-15
T006273,P0445,2026-02-11 00:19:00,Live Casino,Bank Transfer,155.44,112.83,0.0,0.0,0.0,2026-02-11
T006274,P0446,2026-03-13 11:09:00,Slots,Bank Transfer,238.61,248.26,0.0,0.0,0.0,2026-03-13
T006275,P0446,2026-01-31 16:14:00,Slots,E-Wallet,384.84,326.65,84.47,0.0,32.41,2026-01-31
T006276,P0446,2026-01-04 02:16:00,Slots,Card,169.73,86.45,0.0,0.0,0.0,2026-01-04
T006277,P0446,2026-03-15 00:34:00,Slots,E-Wallet,183.4,197.53,0.0,103.27,0.0,2026-03-15
T006278,P0446,2026-02-13 16:26:00,Slots,Bank Transfer,173.21,124.19,0.0,3.47,0.0,2026-02-13
T006279,P0446,2026-03-04 20:34:00,Slots,Card,99.42,87.62,0.0,21.37,0.0,2026-03-04
T006280,P0446,2026-01-24 16:27:00,Slots,Card,173.23,141.53,0.0,43.35,24.5,2026-01-24
T006281,P0446,2026-03-10 21:09:00,Sportsbook,Bank Transfer,333.32,315.62,0.0,0.0,0.0,2026-03-10
T006282,P0446,2026-02-02 16:20:00,Slots,Card,393.19,242.08,0.0,0.0,0.0,2026-02-02
T006283,P0446,2026-03-27 11:12:00,Sportsbook,E-Wallet,245.86,270.84,0.0,0.0,0.0,2026-03-27
T006284,P0446,2026-02-04 22:05:00,Sportsbook,Card,365.73,315.18,0.0,0.0,0.0,2026-02-04
T006285,P0446,2026-03-20 14:11:00,Live Casino,Card,202.18,175.27,0.0,0.0,0.0,2026-03-20
T006286,P0446,2026-03-05 17:54:00,Table Games,Bank Transfer,244.73,202.24,0.0,0.0,0.0,2026-03-05
T006287,P0446,2026-01-14 00:53:00,Sportsbook,E-Wallet,241.96,151.49,0.0,0.0,0.0,2026-01-14
T006288,P0446,2026-02-21 13:13:00,Table Games,Card,368.32,294.05,0.0,0.0,0.0,2026-02-21
T006289,P0446,2026-03-05 12:48:00,Slots,Card,222.16,206.84,0.0,0.0,0.0,2026-03-05
T006290,P0446,2026-03-22 21:40:00,Live Casino,Card,581.51,561.11,0.0,0.0,0.0,2026-03-22
T006291,P0446,2026-01-14 10:42:00,Live Casino,Bank Transfer,21.14,15.69,0.0,0.0,0.0,2026-01-14
T006292,P0446,2026-01-07 20:33:00,Table Games,E-Wallet,298.16,241.6,0.0,0.0,0.0,2026-01-07
T006293,P0446,2026-01-29 15:34:00,Sportsbook,E-Wallet,325.18,269.35,48.94,0.0,32.64,2026-01-29
T006294,P0446,2026-02-05 04:48:00,Sportsbook,Card,166.26,137.71,0.0,0.0,0.0,2026-02-05
T006295,P0446,2026-01-31 08:27:00,Slots,E-Wallet,190.61,147.73,103.21,0.0,0.0,2026-01-31
T006296,P0446,2026-02-20 22:36:00,Table Games,Card,221.44,232.27,0.0,0.0,0.0,2026-02-20
T006297,P0446,2026-03-17 23:29:00,Slots,E-Wallet,61.52,67.23,0.0,0.0,0.0,2026-03-17
T006298,P0446,2026-01-05 23:57:00,Poker,Card,88.76,75.43,51.16,22.77,0.0,2026-01-05
T006299,P0446,2026-01-18 13:01:00,Live Casino,Bank Transfer,318.85,278.87,7.93,0.0,0.0,2026-01-18
T006300,P0446,2026-03-22 18:24:00,Sportsbook,Card,95.75,27.96,0.0,0.0,0.0,2026-03-22
T006301,P0446,2026-02-17 16:20:00,Table Games,Bank Transfer,192.33,127.73,0.0,0.0,0.0,2026-02-17
T006302,P0446,2026-01-07 17:14:00,Table Games,E-Wallet,152.04,141.46,0.0,0.0,0.0,2026-01-07
T006303,P0446,2026-03-25 05:17:00,Slots,Bank Transfer,165.05,129.73,0.0,0.0,0.0,2026-03-25
T006304,P0446,2026-01-31 14:29:00,Live Casino,E-Wallet,175.85,79.93,0.0,10.07,0.0,2026-01-31
T006305,P0446,2026-01-12 01:09:00,Poker,Card,206.41,222.01,0.0,0.0,36.61,2026-01-12
T006306,P0446,2026-02-16 14:30:00,Table Games,Card,191.99,177.71,0.0,0.0,0.0,2026-02-16
T006307,P0446,2026-02-06 18:52:00,Slots,Card,68.82,67.56,0.0,0.0,0.0,2026-02-06
T006308,P0446,2026-01-08 11:27:00,Table Games,E-Wallet,72.5,57.15,0.0,0.0,0.0,2026-01-08
T006309,P0446,2026-03-13 12:52:00,Slots,E-Wallet,214.37,176.07,0.0,65.88,0.0,2026-03-13
T006310,P0446,2026-03-15 18:10:00,Sportsbook,Bank Transfer,240.41,207.4,49.51,0.0,0.0,2026-03-15
T006311,P0446,2026-03-11 12:39:00,Poker,Bank Transfer,121.45,113.27,0.0,0.0,53.72,2026-03-11
T006312,P0447,2026-01-13 02:55:00,Table Games,Card,74.25,51.6,21.15,0.0,0.0,2026-01-13
T006313,P0447,2026-03-21 05:54:00,Table Games,E-Wallet,15.65,16.37,0.0,0.0,0.0,2026-03-21
T006314,P0447,2026-02-16 21:29:00,Poker,E-Wallet,95.58,42.7,0.0,0.0,0.0,2026-02-16
T006315,P0447,2026-01-18 01:47:00,Slots,Card,25.72,17.12,0.0,0.0,0.0,2026-01-18
T006316,P0447,2026-02-07 08:53:00,Sportsbook,Card,56.45,33.04,0.0,0.0,0.0,2026-02-07
T006317,P0447,2026-03-31 21:17:00,Slots,Bank Transfer,93.08,72.24,0.0,0.0,0.0,2026-03-31
T006318,P0447,2026-02-15 22:14:00,Sportsbook,Card,169.17,171.51,0.0,0.0,0.0,2026-02-15
T006319,P0447,2026-01-21 01:52:00,Table Games,Card,65.78,33.46,0.0,0.0,0.0,2026-01-21
T006320,P0447,2026-01-31 00:14:00,Sportsbook,Bank Transfer,21.21,20.39,0.0,0.0,7.44,2026-01-31
T006321,P0447,2026-01-06 10:26:00,Poker,E-Wallet,120.85,58.45,52.66,0.0,0.0,2026-01-06
T006322,P0447,2026-01-31 20:02:00,Poker,E-Wallet,65.07,34.08,0.0,0.0,0.0,2026-01-31
T006323,P0447,2026-01-26 21:03:00,Slots,Card,23.09,24.47,20.25,0.0,0.0,2026-01-26
T006324,P0447,2026-02-27 11:09:00,Live Casino,Card,83.73,71.72,0.0,0.0,0.0,2026-02-27
T006325,P0447,2026-03-16 21:47:00,Slots,Card,108.11,49.07,0.0,0.0,0.0,2026-03-16
T006326,P0447,2026-03-01 23:57:00,Poker,E-Wallet,51.78,45.77,0.0,0.0,0.0,2026-03-01
T006327,P0447,2026-01-30 18:19:00,Slots,E-Wallet,44.45,53.57,0.0,32.8,0.0,2026-01-30
T006328,P0448,2026-03-23 05:05:00,Slots,E-Wallet,28.47,24.74,0.0,0.0,0.0,2026-03-23
T006329,P0448,2026-01-29 02:32:00,Table Games,Card,145.86,158.47,0.0,0.0,0.0,2026-01-29
T006330,P0448,2026-01-10 19:03:00,Slots,E-Wallet,235.12,233.31,0.0,0.0,0.0,2026-01-10
T006331,P0448,2026-03-06 17:25:00,Live Casino,Bank Transfer,100.11,68.08,0.0,0.0,0.0,2026-03-06
T006332,P0448,2026-01-27 09:30:00,Sportsbook,Card,118.19,87.33,0.0,0.0,0.0,2026-01-27
T006333,P0448,2026-01-18 02:09:00,Sportsbook,E-Wallet,145.12,31.83,0.0,0.0,0.0,2026-01-18
T006334,P0448,2026-03-30 05:58:00,Poker,E-Wallet,10.67,10.96,0.0,0.0,15.86,2026-03-30
T006335,P0448,2026-02-11 22:37:00,Slots,Card,166.39,209.04,0.0,0.0,0.0,2026-02-11
T006336,P0448,2026-02-19 11:21:00,Sportsbook,Card,155.32,109.3,54.2,0.0,0.0,2026-02-19
T006337,P0448,2026-03-26 02:09:00,Sportsbook,Card,85.84,78.19,0.0,0.0,0.0,2026-03-26
T006338,P0448,2026-01-17 08:19:00,Sportsbook,Card,42.82,55.95,0.0,0.0,0.0,2026-01-17
T006339,P0448,2026-03-12 17:44:00,Table Games,Card,146.95,141.62,0.0,0.0,0.0,2026-03-12
T006340,P0448,2026-03-29 18:50:00,Sportsbook,Bank Transfer,91.68,126.32,0.0,0.0,5.19,2026-03-29
T006341,P0448,2026-03-19 00:45:00,Sportsbook,Card,89.89,59.84,0.0,0.0,0.0,2026-03-19
T006342,P0448,2026-02-25 00:23:00,Slots,Bank Transfer,109.81,76.6,117.5,44.57,0.0,2026-02-25
T006343,P0448,2026-02-25 16:52:00,Slots,Bank Transfer,112.76,82.69,30.71,0.0,0.0,2026-02-25
T006344,P0448,2026-02-21 17:11:00,Sportsbook,Card,82.71,76.84,0.0,0.0,0.0,2026-02-21
T006345,P0448,2026-03-15 04:31:00,Poker,Bank Transfer,113.51,67.89,0.0,0.0,0.0,2026-03-15
T006346,P0448,2026-01-08 17:57:00,Slots,E-Wallet,25.44,25.77,26.82,0.0,0.0,2026-01-08
T006347,P0449,2026-02-25 13:12:00,Sportsbook,E-Wallet,53.31,74.31,0.0,0.0,0.0,2026-02-25
T006348,P0449,2026-03-11 21:58:00,Slots,E-Wallet,15.03,12.33,0.0,0.0,0.0,2026-03-11
T006349,P0449,2026-02-25 04:54:00,Live Casino,Card,23.35,8.66,31.81,0.0,0.0,2026-02-25
T006350,P0449,2026-02-19 18:42:00,Sportsbook,Card,31.3,18.08,0.0,0.0,0.0,2026-02-19
T006351,P0449,2026-03-23 03:40:00,Sportsbook,Card,6.67,7.98,0.0,0.0,0.0,2026-03-23
T006352,P0449,2026-03-06 23:32:00,Live Casino,Card,28.42,37.35,0.0,0.0,0.0,2026-03-06
T006353,P0450,2026-02-25 11:00:00,Slots,E-Wallet,66.53,60.91,0.0,0.0,0.0,2026-02-25
T006354,P0450,2026-03-22 10:11:00,Sportsbook,Card,252.11,80.13,0.0,0.0,0.0,2026-03-22
T006355,P0450,2026-01-01 23:10:00,Slots,Card,92.7,93.49,0.0,0.0,0.0,2026-01-01
T006356,P0450,2026-02-08 14:34:00,Sportsbook,Crypto,147.29,134.49,140.8,0.0,0.0,2026-02-08
T006357,P0450,2026-03-11 20:56:00,Sportsbook,E-Wallet,30.28,27.24,0.0,0.0,49.17,2026-03-11
T006358,P0450,2026-01-06 00:35:00,Slots,Card,79.76,80.5,0.0,0.0,0.0,2026-01-06
T006359,P0450,2026-01-15 02:13:00,Slots,Bank Transfer,66.85,43.79,0.0,0.0,0.0,2026-01-15
T006360,P0450,2026-01-16 11:15:00,Slots,E-Wallet,95.62,55.22,0.0,0.0,37.77,2026-01-16
T006361,P0450,2026-02-12 03:41:00,Slots,Card,119.67,122.44,0.0,0.0,0.0,2026-02-12
T006362,P0450,2026-02-23 14:12:00,Sportsbook,Card,25.61,32.89,0.0,0.0,0.0,2026-02-23
T006363,P0450,2026-01-15 02:09:00,Table Games,Card,222.85,212.38,0.0,0.0,0.0,2026-01-15
T006364,P0450,2026-03-24 19:48:00,Slots,Card,180.74,175.44,0.0,0.0,0.0,2026-03-24
T006365,P0450,2026-03-01 03:13:00,Live Casino,Card,122.04,90.87,0.0,0.0,0.0,2026-03-01
T006366,P0450,2026-02-13 18:14:00,Sportsbook,E-Wallet,65.33,45.94,0.0,0.0,0.0,2026-02-13
T006367,P0450,2026-01-11 11:26:00,Live Casino,Bank Transfer,26.84,29.68,25.1,0.0,0.0,2026-01-11
T006368,P0450,2026-03-21 09:33:00,Slots,Bank Transfer,49.82,36.63,0.0,0.0,0.0,2026-03-21
T006369,P0450,2026-02-11 23:14:00,Sportsbook,Crypto,201.7,196.41,26.37,0.0,24.85,2026-02-11
T006370,P0450,2026-03-10 11:26:00,Slots,Card,80.44,44.6,0.0,0.0,23.83,2026-03-10
T006371,P0450,2026-02-01 09:48:00,Sportsbook,Card,74.17,94.17,0.0,0.0,0.0,2026-02-01
T006372,P0450,2026-01-03 18:04:00,Table Games,E-Wallet,57.69,72.53,0.0,0.0,54.13,2026-01-03
T006373,P0450,2026-01-10 05:37:00,Poker,Bank Transfer,203.54,55.18,64.25,0.0,0.0,2026-01-10
T006374,P0451,2026-03-17 17:24:00,Sportsbook,Crypto,139.21,87.64,151.97,0.0,0.0,2026-03-17
T006375,P0451,2026-03-29 08:28:00,Table Games,Bank Transfer,28.25,15.73,0.0,0.0,0.0,2026-03-29
T006376,P0451,2026-01-25 08:15:00,Sportsbook,Card,106.2,80.36,0.0,0.0,0.0,2026-01-25
T006377,P0451,2026-02-08 06:56:00,Slots,Card,68.7,42.03,0.0,0.0,0.0,2026-02-08
T006378,P0451,2026-03-27 10:34:00,Table Games,Card,89.38,87.78,0.0,0.0,0.0,2026-03-27
T006379,P0451,2026-03-19 01:56:00,Slots,Card,139.39,142.9,0.0,0.0,0.0,2026-03-19
T006380,P0451,2026-01-13 01:52:00,Table Games,Card,72.88,82.94,0.0,0.0,0.0,2026-01-13
T006381,P0451,2026-03-14 06:41:00,Live Casino,Card,115.07,81.23,47.03,0.0,0.0,2026-03-14
T006382,P0451,2026-02-05 04:25:00,Sportsbook,E-Wallet,68.49,69.92,0.0,0.0,0.0,2026-02-05
T006383,P0451,2026-03-12 20:22:00,Sportsbook,Card,88.04,77.9,0.0,0.0,0.0,2026-03-12
T006384,P0451,2026-02-15 23:55:00,Slots,Crypto,44.43,33.45,0.0,0.0,0.0,2026-02-15
T006385,P0451,2026-01-15 21:15:00,Poker,Crypto,61.25,66.52,0.0,0.0,0.0,2026-01-15
T006386,P0451,2026-02-27 03:03:00,Table Games,Card,38.64,32.79,48.9,0.0,0.0,2026-02-27
T006387,P0451,2026-01-09 00:54:00,Sportsbook,Bank Transfer,196.81,212.11,0.0,0.0,11.7,2026-01-09
T006388,P0451,2026-02-19 09:46:00,Sportsbook,Bank Transfer,117.44,130.82,0.0,0.0,0.0,2026-02-19
T006389,P0451,2026-02-05 17:53:00,Sportsbook,E-Wallet,260.81,267.87,0.0,0.0,0.0,2026-02-05
T006390,P0451,2026-02-15 07:10:00,Sportsbook,Card,80.79,66.22,0.0,0.0,0.0,2026-02-15
T006391,P0451,2026-03-07 22:57:00,Slots,Card,68.17,56.85,84.38,0.0,0.0,2026-03-07
T006392,P0451,2026-02-07 08:49:00,Slots,Card,127.2,90.39,0.0,0.0,0.0,2026-02-07
T006393,P0451,2026-03-12 12:47:00,Slots,E-Wallet,82.1,66.95,0.0,0.0,5.7,2026-03-12
T006394,P0451,2026-02-07 22:44:00,Slots,Card,154.78,171.67,0.0,0.0,17.66,2026-02-07
T006395,P0451,2026-02-11 15:10:00,Table Games,E-Wallet,63.61,85.48,0.0,56.62,0.0,2026-02-11
T006396,P0451,2026-03-18 20:56:00,Table Games,Card,90.44,83.31,67.16,35.1,0.0,2026-03-18
T006397,P0451,2026-01-29 15:38:00,Sportsbook,Crypto,115.71,104.24,0.0,0.0,0.0,2026-01-29
